,id,question,company
0,1,湖南长远锂科股份有限公司变更设立时作为发起人的法人有哪些？,湖南长远锂科股份有限公司
1,6,云南沃森生物技术股份有限公司负责产品研发的是什么部门？,云南沃森生物技术股份有限公司
2,10,本次发行前，大连派思燃气系统股份有限公司的控股股东持有公司的多少股份？占公司总股份的多少？,大连派思燃气系统股份有限公司
3,13,近三年，广东银禧科技股份有限公司总资产周转率分别为多少？,广东银禧科技股份有限公司
4,15,云南沃森生物技术股份有限公司生产的A、C脑膜炎球菌多糖结合疫苗产品具有哪些较强的竞争优势？,云南沃森生物技术股份有限公司
5,16,根据联化科技股份有限公司招股意见书，精细化工产品的通常利润率是多少？,联化科技股份有限公司
6,17,各报告期末，江苏旷达汽车织物集团股份有限公司存货分别为多少万元？占流动资产的比例分别多少？,江苏旷达汽车织物集团股份有限公司
7,21,华瑞电器股份有限公司获得多少项国内专利？其中有多上项发明专利？,华瑞电器股份有限公司
8,24,深圳信立泰药业股份有限公司注射用头孢西丁钠（信希汀、1.0克装）在2006 年、2007 年、2008 年、2009 年1-6 月的最高零售价格分别为多少？,深圳信立泰药业股份有限公司
9,33,报告期内，武汉兴图新科电子股份有限公司来自军用领域的收入占主营业务收入的比重分别是多少？,武汉兴图新科电子股份有限公司
10,34,根据武汉兴图新科电子股份有限公司招股意向书，电子信息行业的上游涉及哪些企业？,武汉兴图新科电子股份有限公司
11,39,在2008年，东莞勤上光电股份有限公司在景观亮化半导体照明领域的市场占有率为多少？,东莞勤上光电股份有限公司
12,40,湖南南岭民用爆破器材股份有限公司的控股股东是谁？,湖南南岭民用爆破器材股份有限公司
13,41,在研发方面，上海真兰仪表科技股份有限公司利用哪三地的人才优势，成立研发中心，组建了“三位一体”的研发体系？,上海真兰仪表科技股份有限公司
14,44,常熟风范电力设备股份有限公司的机器设备成新率是多少？,常熟风范电力设备股份有限公司
15,45,2009年、2010年及2011年，海南双成药业股份有限公司销售费用分别为多少？,海南双成药业股份有限公司
16,46,内蒙古君正能源化工股份有限公司的法定代表人是谁？,内蒙古君正能源化工股份有限公司
17,47,联化科技股份有限公司的主营业务包括哪两部分？,联化科技股份有限公司
18,49,读者出版传媒股份有限公司的主要纸张供应商有哪些？,读者出版传媒股份有限公司
19,50,2014年大连派思燃气系统股份有限公司经营业绩下降的主要原因是什么？,大连派思燃气系统股份有限公司
20,51,2005年、2006年和2007年，宁波立立电子股份有限公司所获政府补助计入当期损益的金额分别占当年利润总额的比例是多少？,宁波立立电子股份有限公司
21,59,森赫电梯股份有限公司的主营业务是什么？,森赫电梯股份有限公司
22,60,多晶硅成本约占宁波立立电子股份有限公司2007年度产品原材料成本的多大比例？,宁波立立电子股份有限公司
23,67,森赫电梯股份有限公司是否有技术创新方面的认定称号？是什么？,森赫电梯股份有限公司
24,69,珠海健帆生物科技股份有限公司的哪些产品被认定为广东省高新技术产品？,珠海健帆生物科技股份有限公司
25,72,深圳信立泰药业股份有限公司专门的研发机构信立泰技术中心工作人员中，多大比例的人员为本科以上学历？,深圳信立泰药业股份有限公司
26,73,新疆浩源天然气股份有限公司2012 年1-6 月的营业毛利为多少，综合毛利率为多少？,新疆浩源天然气股份有限公司
27,81,报告期内确成硅化学股份有限公司 _出口退税率为多少？,确成硅化学股份有限公司
28,84,除浙江双飞无油轴承股份有限公司外，具有规模的自润滑轴承生产企业还有哪些？,浙江双飞无油轴承股份有限公司
29,85,深圳信立泰药业股份有限公司主营业务是什么？,深圳信立泰药业股份有限公司
30,88,湖南南岭民用爆破器材股份有限公司的传统市场是哪里？,湖南南岭民用爆破器材股份有限公司
31,93,根据华瑞电器股份有限公司招股意见书，截至2016年12月31日，宁波胜克总资产为多少万元？,华瑞电器股份有限公司
32,94,近三年，广东银禧科技股份有限公司存货周转率分别是多少？,广东银禧科技股份有限公司
33,95,武汉兴图新科电子股份有限公司参与制定了哪个技术标准？,武汉兴图新科电子股份有限公司
34,96,西安启源机电装备股份有限公司的核心产品铁芯剪切设备的收入比重从2007年度和2009年度分别为多少？,西安启源机电装备股份有限公司
35,97,报告期内，湖南国科微电子股份有限公司2014年度、2015年度、2016年度营业收入和净利润分别较上年增长多大幅度？,湖南国科微电子股份有限公司
36,105,昇兴集团股份有限公司本次发行的拟上市证券交易所是？,昇兴集团股份有限公司
37,106,2015年度和2016年度，深圳市超频三科技股份有限公司净利润分别同比增长多少？,深圳市超频三科技股份有限公司
38,112,上海真兰仪表科技股份有限公司实际持有的罗德精密的初始工商登记发起人有哪些？,上海真兰仪表科技股份有限公司
39,113,华瑞电器股份有限公司，宁波胜克2016年度实现净利润为多少万元？,华瑞电器股份有限公司
40,121,在2010年，东莞勤上光电股份有限公司在户外半导体照明领域的市场占有率为多少？,东莞勤上光电股份有限公司
41,125,报告期内，汉嘉设计集团股份有限公司期末应收账款相对较高的原因是什么？,汉嘉设计集团股份有限公司
42,126,上海真兰仪表科技股份有限公司2020年增资后的投后估值是多少？,上海真兰仪表科技股份有限公司
43,129,截至2020年12月31日，湖南长远锂科股份有限公司的控股股东是谁？通过何种方式持有公司多少股权？,湖南长远锂科股份有限公司
44,131,深圳市铁汉生态环境股份有限公司的主营业务是什么？,深圳市铁汉生态环境股份有限公司
45,132,深圳市超频三科技股份有限公司生产产品所需的主要直接材料有哪些？,深圳市超频三科技股份有限公司
46,133,报告期内，确成硅化学股份有限公司对外销售的部分硫酸产品是什么规格？,确成硅化学股份有限公司
47,134,森赫电梯股份有限公司与哪些高等教育机构开展合作？,森赫电梯股份有限公司
48,135,西安启源机电装备股份有限公司董事是谁？,西安启源机电装备股份有限公司
49,136,2017年1-6月，大博医疗科技股份有限公司向前10名客户的销售额合计占当期营业收入的比例是多少？,大博医疗科技股份有限公司
50,140,南京中电联环保股份有限公司的经营范围是？,南京中电联环保股份有限公司
51,144,青海互助青稞酒股份有限公司的主营业务是什么？,青海互助青稞酒股份有限公司
52,146,湖南国科微电子股份有限公司业务分为哪些产品线？,湖南国科微电子股份有限公司
53,148,珠海健帆生物科技股份有限公司的核心技术产品有哪些？,珠海健帆生物科技股份有限公司
54,149,湖南长远锂科股份有限公司所属细分子行业是什么？,湖南长远锂科股份有限公司
55,155,浙江开尔新材料股份有限公司主要消耗的能源是什么？,浙江开尔新材料股份有限公司
56,157,云南沃森生物技术股份有限公司的第一个产品是什么？何时上市？,云南沃森生物技术股份有限公司
57,160,湖南南岭民用爆破器材股份有限公司技术中心现有多少研发人员？其中具有高级职称和中级职称的人员分别有多少人？,湖南南岭民用爆破器材股份有限公司
58,163,常熟风范电力设备股份有限公司的主营业务是什么？ 是否在报告期内发生重大变化？,常熟风范电力设备股份有限公司
59,164,联化科技股份有限公司目前的主要产品是什么？,联化科技股份有限公司
60,165,依据招股意向书，常熟风范电力设备股份有限公司本次发行股票数量是多少？,常熟风范电力设备股份有限公司
61,169,根据大连派思燃气系统股份有限公司招股意向书，预计到2030年，天然气发电用气在天然气消费结构中的比例将上升到多少？,大连派思燃气系统股份有限公司
62,171,青海互助青稞酒股份有限公司主要困难是什么？,青海互助青稞酒股份有限公司
63,174,兰州海默科技股份有限公司的主营业务有何季节性特征？,兰州海默科技股份有限公司
64,175,汉嘉设计集团股份有限公司法定代表人是谁？,汉嘉设计集团股份有限公司
65,179,湖南国科微电子股份有限公司的主营业务是什么？,湖南国科微电子股份有限公司
66,182,江苏爱康太阳能科技股份有限公司拥有的参股子公司是哪些？,江苏爱康太阳能科技股份有限公司
67,184,西安启源机电装备股份有限公司专用设备销售价格波动的主要原因是什么？,西安启源机电装备股份有限公司
68,185,从长期来看，影响烟台杰瑞石油服务集团股份有限公司所处行业景气程度的因素有哪些？,烟台杰瑞石油服务集团股份有限公司
69,186,北京天宜上佳高新材料股份有限公司外购件有哪些？,北京天宜上佳高新材料股份有限公司
70,189,浙江双飞无油轴承股份有限公司目前的主要产品应用在哪些下游领域？,浙江双飞无油轴承股份有限公司
71,194,昇兴集团股份有限公司的主要产品是什么？其主要原材料是什么？,昇兴集团股份有限公司
72,197,新疆浩源天然气股份有限公司从事的业务具有较为明显的区域性特征，主要体现在什么方面？,新疆浩源天然气股份有限公司
73,199,宁波立立电子股份有限公司本次发行多少股？,宁波立立电子股份有限公司
74,200,截至2011年，内蒙古君正能源化工股份有限公司正在从事的研发项目有哪些？,内蒙古君正能源化工股份有限公司
75,202,大连派思燃气系统股份有限公司在哪些年份获得了美国GE公司的奖项？,大连派思燃气系统股份有限公司
76,206,森赫电梯股份有限公司境外销售的获客方式有哪些？,森赫电梯股份有限公司
77,207,武汉兴图新科电子股份有限公司计划使用本次发行募集资金的多少用于补充流动资金？,武汉兴图新科电子股份有限公司
78,208,烟台杰瑞石油服务集团股份有限公司在成立以来业务范围如何扩展？,烟台杰瑞石油服务集团股份有限公司
79,209,截至本招股意向书签署日，浙江开尔新材料股份有限公司的全资子公司是哪些？,浙江开尔新材料股份有限公司
80,215,针对欧盟的REACH法规，联化科技股份有限公司计划采取哪些应对措施？,联化科技股份有限公司
81,217,在燃煤电厂脱硫工程、空气预热器领域，除浙江开尔新材料股份有限公司外，还有哪些主要的竞争企业？,浙江开尔新材料股份有限公司
82,220,根据招股意向书，预计昇兴集团股份有限公司2015年1-3月实现净利润的范围是？,昇兴集团股份有限公司
83,222,2012年、2013年、2014年，昇兴集团股份有限公司应收账款周转率分别为多少？,昇兴集团股份有限公司
84,226,宁波立立电子股份有限公司实际控制人是谁？,宁波立立电子股份有限公司
85,230,报告期内大博医疗科技股份有限公司涉诉产品销售收入占公司总营收的比例是多少？,大博医疗科技股份有限公司
86,231,深圳市超频三科技股份有限公司募集资金的散热器生产基地建设项目建设地在哪里？,深圳市超频三科技股份有限公司
87,239,南京中电联环保股份有限公司科研带头人是？,南京中电联环保股份有限公司
88,240,湖南南岭民用爆破器材股份有限公司拥有的核心技术有哪些？,湖南南岭民用爆破器材股份有限公司
89,243,森赫电梯股份有限公司产品生产材料是什么？,森赫电梯股份有限公司
90,244,本次新疆浩源天然气股份有限公司募集资金投资项目有哪些？,新疆浩源天然气股份有限公司
91,246,在本招股意见书签署的未来两年，新疆浩源天然气股份有限公司在城市管网总长度方面将主要完成的经营目标是什么？,新疆浩源天然气股份有限公司
92,249,内蒙古君正能源化工股份有限公司的注册时间是什么日期？注册资本是多少元？,内蒙古君正能源化工股份有限公司
93,258,昇兴集团股份有限公司因租赁厂房存在经营风险的下属企业是什么？,昇兴集团股份有限公司
94,259,报告期内，华瑞电器股份有限公司人工成本占主营业务成本的比例分别为多少？,华瑞电器股份有限公司
95,260,报告期内，武汉兴图新科电子股份有限公司来自军用领域的收入分别是多少？,武汉兴图新科电子股份有限公司
96,261,内蒙古君正能源化工股份有限公司的董事会成员是谁？,内蒙古君正能源化工股份有限公司
97,262,报告期内，深圳市超频三科技股份有限公司制造费用占主营业务成本比例分别为多少？,深圳市超频三科技股份有限公司
98,265,西安启源机电装备股份有限公司控股子公司是谁？公司持有其多少的股份？,西安启源机电装备股份有限公司
99,267,确成硅化学股份有限公司的子公司无锡东沃经营范围是？,确成硅化学股份有限公司
100,272,窦剑文先生持有兰州海默科技股份有限公司多少股权？,兰州海默科技股份有限公司
101,276,2014年度、2015年度以及2016年度湖南国科微电子股份有限公司向前五大客户销售的金额占同期营业收入的比例分别是多少？,湖南国科微电子股份有限公司
102,277,截至2014 年12 月31 日，读者出版传媒股份有限公司共有员工多少人？,读者出版传媒股份有限公司
103,279,2020年10月6日，上海真兰仪表科技股份有限公司的注册资本由多少增加到多少？,上海真兰仪表科技股份有限公司
104,285,华达汽车科技股份有限公司在高效电池正极材料领域的技术水平如何？掌握了哪些技术？,华达汽车科技股份有限公司
105,286,浙江开尔新材料股份有限公司实际控制人承诺如何处理因未执行社会保险及住房公积金制度而产生的损失或义务？,浙江开尔新材料股份有限公司
106,290,2015年度和2016年度，深圳市超频三科技股份有限公司营业收入分别同比变动多少？,深圳市超频三科技股份有限公司
107,293,根据招股意向书，2015年国家下调天然气价格后，对大连派思燃气系统股份有限公司未来经营活动的影响是什么？,大连派思燃气系统股份有限公司
108,294,青海互助青稞酒股份有限公司的实际控制人是谁？共有几人？,青海互助青稞酒股份有限公司
109,303,根据东莞勤上光电股份有限公司招股意向书，全球率先整体用LED路灯替换传统路灯的案例是？,东莞勤上光电股份有限公司
110,305,什么公司、在何时与浙江双飞无油轴承股份有限公司发生了产品争议事项？产品争议事项是否已经解决？,浙江双飞无油轴承股份有限公司
111,306,深圳信立泰药业股份有限公司本次募集资金项目拟投资总额为多少？,深圳信立泰药业股份有限公司
112,312,森赫电梯股份有限公司获得多少项国内专利？其中有多上项发明专利？,森赫电梯股份有限公司
113,314,江苏爱康太阳能科技股份有限公司注册资本是多少？,江苏爱康太阳能科技股份有限公司
114,316,常熟风范电力设备股份有限公司在报告期内的资产总额及逐年变化趋势如何？,常熟风范电力设备股份有限公司
115,318,新疆浩源天然气股份有限公司的主要业务是什么？,新疆浩源天然气股份有限公司
116,320,大连派思燃气系统股份有限公司在何时获得美国GE公司的合格供应商认证？,大连派思燃气系统股份有限公司
117,322,青海互助青稞酒股份有限公司报告期内面临的最重要风险因素是什么？,青海互助青稞酒股份有限公司
118,324,截至2016年6月30日，华达汽车科技股份有限公司及子公司共有技术研发人员多少人？技术研发人占员工总人数的多大比例？,华达汽车科技股份有限公司
119,328,2007年度、2008年度、2009年度，杭州中恒电气股份有限公司的加权平均净资产收益率分别是多少？,杭州中恒电气股份有限公司
120,332,森赫电梯股份有限公司产品的材料成本占整梯生产成本的多大比例？,森赫电梯股份有限公司
121,333,2007年、2008年、2009年、2010年1-6月，南京中电联环保股份有限公司收到的增值税返还分别为多少？,南京中电联环保股份有限公司
122,334,确成硅化学股份有限公司生产的沉淀法二氧化硅广泛应用于哪些行业？其中对哪个行业的依赖度大？,确成硅化学股份有限公司
123,336,截至2009年12月31日，杭州中恒电气股份有限公司具有大、中专以上学历员工占员工总数的比例是多少？,杭州中恒电气股份有限公司
124,342,深圳市铁汉生态环境股份有限公司所在的生态环境建设行业涉及的两个领域是什么？,深圳市铁汉生态环境股份有限公司
125,346,杭州中恒电气股份有限公司计划在项目建设期增加多少固定资产投资？,杭州中恒电气股份有限公司
126,347,湖南长远锂科股份有限公司公司的生产成本包括哪些部分？,湖南长远锂科股份有限公司
127,348,深圳信立泰药业股份有限公司的英文名称是？,深圳信立泰药业股份有限公司
128,350,华达汽车科技股份有限公司的主营业务是什么？,华达汽车科技股份有限公司
129,353,云南沃森生物技术股份有限公司创始人的研发资质如何？,云南沃森生物技术股份有限公司
130,354,读者出版传媒股份有限公司每年与各印刷厂签订的《读者》印刷协议中，2014年度的含税基本印刷单价是多少？,读者出版传媒股份有限公司
131,355,浙江双飞无油轴承股份有限公司的主要原材料是什么？,浙江双飞无油轴承股份有限公司
132,357,浙江开尔新材料股份有限公司和合肥翰林是否按规定为员工缴纳了社会保险？,浙江开尔新材料股份有限公司
133,358,对湖南国科微电子股份有限公司持续盈利能力可能产生重大不利影响的因素主要包括哪些？,湖南国科微电子股份有限公司
134,365,报告期内，南京中电联环保股份有限公司流动比率、速动比率呈什么趋势？公司资产流动性水平如何？所面临的流动性风险水平如何？,南京中电联环保股份有限公司
135,367,为什么广东银禧科技股份有限公司核心技术大部分为非专利技术？,广东银禧科技股份有限公司
136,370,深圳市超频三科技股份有限公司主要采购哪些原材料？,深圳市超频三科技股份有限公司
137,371,2019年1-6月，浙江双飞无油轴承股份有限公司向前五大供应商采购原材料金额占同期采购总额的比例是多少？,浙江双飞无油轴承股份有限公司
138,376,读者出版传媒股份有限公司期刊、图书出版业的产业链主要包括哪些环节？,读者出版传媒股份有限公司
139,378,青海互助青稞酒股份有限公司设置哪些部门？,青海互助青稞酒股份有限公司
140,382,宁波立立电子股份有限公司募集资金的6－8英寸硅抛光片扩产项目建设工期预计为几年？,宁波立立电子股份有限公司
141,385,常熟风范电力设备股份有限公司主要客户的收款周期和发生坏帐的可能性如何？,常熟风范电力设备股份有限公司
142,389,东莞勤上光电股份有限公司建立的LED照明产品系列包括哪些？,东莞勤上光电股份有限公司
143,398,在采购端，上海真兰仪表科技股份有限公司与中国科学院控股有限公司下属成都中科唯实仪器有限责任公司设立的公司是什么？公司持股多大比例？,上海真兰仪表科技股份有限公司
144,399,报告期内，宁波立立电子股份有限公司硅抛光片产品2005年毛利率稍低的主要原因是什么？,宁波立立电子股份有限公司
145,400,宁波立立电子股份有限公司企业所得税的法定税率是多少？,宁波立立电子股份有限公司
146,401,报告期内，湖南国科微电子股份有限公司的主营业务收入主要来源于什么产品？,湖南国科微电子股份有限公司
147,404,2008年度、2009年度深圳市铁汉生态环境股份有限公司园林绿化工程收入的增长率分别为多少？,深圳市铁汉生态环境股份有限公司
148,416,烟台杰瑞石油服务集团股份有限公司所属行业在产品销售和服务的地点上体现出怎样的区域性特征？,烟台杰瑞石油服务集团股份有限公司
149,418,江苏旷达汽车织物集团股份有限公司的营业收入主要包括哪些？,江苏旷达汽车织物集团股份有限公司
150,421,华达汽车科技股份有限公司的实际控制人是谁？截至本招股意向书签署日，公司实际控制人控制本公司多大比例的股份。,华达汽车科技股份有限公司
151,423,常熟风范电力设备股份有限公司在国际市场上的主要合作伙伴有哪些？,常熟风范电力设备股份有限公司
152,424,读者出版传媒股份有限公司本次发行前各股东间的关联关系情况如何？,读者出版传媒股份有限公司
153,430,烟台杰瑞石油服务集团股份有限公司的战略规划是什么？,烟台杰瑞石油服务集团股份有限公司
154,436,根据森赫电梯股份有限公司招股意见书，目前国内电梯市场中，外资品牌和国内电梯品牌各占多少份额？,森赫电梯股份有限公司
155,437,根据《CRCC产品认证实施规则》，《铁路产品认证证书》有效期为多久？北京天宜上佳高新材料股份有限公司取得 《铁路产品认证证书》后，至少多久需要接受一次监督？,北京天宜上佳高新材料股份有限公司
156,438,2019年1-6月浙江双飞无油轴承股份有限公司经营业绩出现下滑的原因是什么？,浙江双飞无油轴承股份有限公司
157,447,深圳市超频三科技股份有限公司现有核心技术人员几名？是谁？,深圳市超频三科技股份有限公司
158,449,湖南南岭民用爆破器材股份有限公司主要业务是什么？,湖南南岭民用爆破器材股份有限公司
159,453,在哪些国家和地区，兰州海默科技股份有限公司必须通过当地公司销售产品和服务？,兰州海默科技股份有限公司
160,458,截至本招股意向书出具之日，广东银禧科技股份有限公司有多少发明专利正在申请？,广东银禧科技股份有限公司
161,459,内蒙古君正能源化工股份有限公司的主营产品是什么？,内蒙古君正能源化工股份有限公司
162,460,汉嘉设计集团股份有限公司主要无形资产有哪几类？,汉嘉设计集团股份有限公司
163,464,自2020年3月20日起，确成硅化学股份有限公司 _产品出口退税率为多少？,确成硅化学股份有限公司
164,466,湖南南岭民用爆破器材股份有限公司取得的有效期是什么？,湖南南岭民用爆破器材股份有限公司
165,467,海南双成药业股份有限公司使用的“甘美多兰”商标的所有权归哪家公司？商标的授权期限是多久？,海南双成药业股份有限公司
166,472,西安启源机电装备股份有限公司控股股东是谁？直接持有多少的股份？,西安启源机电装备股份有限公司
167,476,截至2010年9月30日，深圳市铁汉生态环境股份有限公司在册员工共多少人？,深圳市铁汉生态环境股份有限公司
168,484,珠海健帆生物科技股份有限公司的首席科学家是谁？,珠海健帆生物科技股份有限公司
169,486,大连派思燃气系统股份有限公司在2014年度的纳税信用等级是多少？,大连派思燃气系统股份有限公司
170,489,西安启源机电装备股份有限公司主要产品有哪些？,西安启源机电装备股份有限公司
171,491,北京天宜上佳高新材料股份有限公司产品生产所需的主要原料是什么？,北京天宜上佳高新材料股份有限公司
172,494,昇兴集团股份有限公司本次发行的保荐人是？,昇兴集团股份有限公司
173,500,根据大连派思燃气系统股份有限公司招股意向书，目前，世界已探明的天然气储量主要集中在什么地区？天然气消费以哪些地区为主？,大连派思燃气系统股份有限公司
174,502,联化科技股份有限公司在2007年第一次临时股东大会上审议并通过了哪些募集资金项目？,联化科技股份有限公司
175,513,2007年、2008年、2009年，南京中电联环保股份有限公司存货周转率分别为多少次？,南京中电联环保股份有限公司
176,515,根据招股意见书，公司何时整体变更为华瑞电器股份有限公司？,华瑞电器股份有限公司
177,516,根据浙江开尔新材料股份有限公司招股意向书，截至2010年末，合肥翰林总资产为多少？,浙江开尔新材料股份有限公司
178,517,持有烟台杰瑞石油服务集团股份有限公司5%以上股份的股东有是谁？本次公开发行前，他们持有的股份分别占公司总股本的多少比例？,烟台杰瑞石油服务集团股份有限公司
179,520,截至2009年12月31日，杭州中恒电气股份有限公司的净资产是多少？,杭州中恒电气股份有限公司
